movieId,title,genres,sinopsis
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,"A naive inexperienced young man spies on a woman who lives across the courtyard, and falls in love with her. He starts using tricks which he hopes will lead to them meeting."
38164,"All This, and Heaven Too (1940)",Drama|Romance,A duchess' irrational behavior toward her children's governess triggers tragic events that will change her family's lives forever.
38198,Darwin's Nightmare (2004),Documentary,"A documentary on the effect of fishing the Nile perch in Tanzania's Lake Victoria. The predatory fish, which has wiped out the native species, is sold in European supermarkets, while starving Tanzanian families have to make do with the leftovers."
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,"In Denmark, during the 6th century, Danish king Hrothgar and his warriors kill a troll whose son, Grendel, vows revenge."
38304,No Direction Home: Bob Dylan (2005),Documentary,"A chronicle of Bob Dylan's strange evolution between 1961 and 1966 from folk singer to protest singer to ""voice of a generation"" to rock star."
38388,Goal! The Dream Begins (Goal!) (2005),Drama,The extremely talented Santiago Muñez is spotted by a Newcastle United scout and given a chance at professional football.
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,"In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bully who'll do anything to get what he wants."
38798,In Her Shoes (2005),Comedy|Drama,"Strait-laced Rose breaks off relations with her party girl sister, Maggie, over an indiscretion involving Rose's boyfriend. The chilly atmosphere is broken with the arrival of Ella, the grandmother neither sister knew existed."
38886,"Squid and the Whale, The (2005)",Comedy|Drama,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.
38992,Two for the Money (2005),Drama,"After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business."
39183,Brokeback Mountain (2005),Drama|Romance,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
39231,Elizabethtown (2005),Comedy|Drama|Romance,"During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess."
39234,North Country (2005),Drama,"A fictionalized account of the first major successful sexual harassment case in the United States, Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit."
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.
39307,Dreamer: Inspired by a True Story (2005),Children|Drama,"Cale Crane catalyzes the rescue and rehabilitation of Sonador, a race horse with a broken leg."
39381,"Proposition, The (2005)",Crime|Drama|Western,"A lawman apprehends a notorious outlaw and gives him nine days to kill his older brother, or else they'll execute his younger brother."
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller,"A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it."
39414,Shopgirl (2005),Comedy|Drama|Romance,"A film adaptation of Steve Martin's novel about a complex love triangle between a bored salesgirl, a wealthy businessman and an aimless young man."
39427,Stay (2005),Thriller,A psychiatrist attempts to prevent one of his patients from committing suicide while trying to maintain his own grip on reality.
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action."
39444,"Weather Man, The (2005)",Comedy|Drama,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive."
39446,Saw II (2005),Horror|Thriller,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.
39449,Prime (2005),Comedy|Drama|Romance,"A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst."
39516,Don't Move (Non ti muovere) (2004),Drama,A destitute woman (Cruz) becomes involved with an upper-crust physician (Castellitto).
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,"Matt Stifler wants to be just like his big bro, making porn movies and having a good time in college. After sabotaging the school band, he gets sent to band camp where he really doesn't like it at first but then learns how to deal with the bandeez."
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,A young boy is chosen as the defender of good and must team up with Japan's ancient spirits and creatures of lore to attempt to destroy the forces of evil.
39869,Manderlay (2005),Drama,"A story of slavery, set in the southern U.S. in the 1930s."
40148,Revolver (2005),Crime|Drama|Thriller,Gambler Jake Green enters into a game with potentially deadly consequences.
40278,Jarhead (2005),Action|Drama|War,"A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home."
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion."
40412,Dead Man's Shoes (2004),Crime|Thriller,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
40478,Night of the Lepus (1972),Horror|Sci-Fi|Thriller,Giant mutant rabbits terrorize the south-west.
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,"A woman's terribly dull life is upended by a one-night stand pregnancy, causing her to seek retribution."
40578,Sword of the Beast (Kedamono no ken) (1965),Action|Drama,"After killing a counselor of his clan, a fugitive samurai befriends a couple poaching the shogun's gold in the mountains."
40581,Just Friends (2005),Comedy|Romance,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer."
40583,Syriana (2005),Drama|Thriller,A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy|Drama,"A cancer patient meets a new friend at the hospital, and together they escape on the adveture of their lives."
40614,Derailed (2005),Drama|Thriller,"When two married business executives having an affair are blackmailed by a violent criminal, the two must turn the tables on him to save their families."
40617,Creep (2004),Horror|Thriller,"Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets."
40629,Pride & Prejudice (2005),Drama|Romance,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
40697,Babylon 5,Sci-Fi,"In the mid 23rd century, the Earth Alliance space station Babylon 5, located in neutral territory, is a major focal point for political intrigue, racial tensions and various wars over the course of five years."
40723,Wolf Creek (2005),Crime|Horror|Thriller,Three backpackers stranded in the Australian outback are plunged inside a hellish nightmare of insufferable torture by a sadistic psychopathic local.
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
40819,Walk the Line (2005),Drama|Musical|Romance,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
40826,Rent (2005),Drama|Musical|Romance,"This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America."
40851,Zathura (2005),Action|Adventure|Children|Fantasy,Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.
40870,C.R.A.Z.Y. (2005),Drama,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values."
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,"Narrative digressions on sex, race, politics, and more from comedienne Sarah Silverman."
40955,Breakfast on Pluto (2005),Comedy|Drama,"In the 1970s, a young trans woman, Patrick ""Kitten"" Braden, comes of age by leaving her Irish town for London, in part to look for her mother and in part because her gender identity is beyond the town's understanding."
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,"A shady lawyer attempts a Christmas Eve crime, hoping to swindle the local mob out of some money. But his partner, a strip club owner, might have different plans for the cash."
40962,"Yours, Mine and Ours (2005)",Comedy|Romance,"A widowed Coast Guard Admiral and a widowed handbag designer fall in love and marry, much to the dismay of his 8 and her 10 children."
40966,"Libertine, The (2004)",Drama,"The story of John Wilmot, a.k.a. the Earl of Rochester, a 17th century poet who famously drank and debauched his way to an early grave, only to earn posthumous critical acclaim for his life's work."
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)",Crime|Horror|Mystery|Thriller,"An American expatriate in Rome witnesses an attempted murder that is connected to an ongoing killing spree in the city, and despite himself and his girlfriend being targeted by the killer, he conducts his own investigation."
41285,Match Point (2005),Crime|Drama|Romance,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
41527,Paradise Now (2005),Crime|Drama|Thriller|War,Two childhood friends are recruited for a suicide bombing in Tel Aviv.
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
41571,Memoirs of a Geisha (2005),Drama|Romance,Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.
41573,"Family Stone, The (2005)",Comedy|Drama|Romance,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life."
41617,Havoc (2005),Crime|Drama|Romance,Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama,"The mother of a feudal lord's only heir is kidnapped away from her husband by the lord. The husband and his samurai father must decide whether to accept the unjust decision, or risk death to get her back."
41712,"Room for Romeo Brass, A (1999)",Comedy|Drama,"After stopping 12 y.o. Romeo and Gavin from being beaten up, Morell drives them home and meets Romeo's adult sister and falls in love. The boys ""help"" him in his pursuit."
41716,"Matador, The (2005)",Comedy|Drama|Thriller,A globetrotting hitman and a crestfallen businessman meet in a hotel bar in Mexico City in an encounter that draws them together in a way neither expected.
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,A look at the impact of the retail giant on local communities.
41769,Mozart and the Whale (2005),Comedy|Drama|Romance,"A love story between two savants with Asperger's syndrome, a kind of autism, whose conditions sabotage their budding relationship."
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),Comedy|War,Several ordinary Frenchmen go on an epic voyage through the occupied country to the free zone as they help British pilots avoid Nazi captivity.
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,Ranch foreman Pete Perkins looks to fulfill the promise to his recently deceased best friend by burying him in his hometown in Mexico.
41997,Munich (2005),Action|Crime|Drama|Thriller,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day."
42002,"Producers, The (2005)",Comedy|Musical,"After putting together another Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show."
42004,Transamerica (2005),Adventure|Comedy|Drama,"A transgender woman takes an unexpected journey when she learns that she mothered a son, now a teenage runaway hustling on the streets of New York."
42007,Rumor Has It... (2005),Comedy|Drama|Romance,"Sarah Huttinger is a woman who learns that her family was the inspiration for the book and film ""The Graduate"" -- and that she just might be the offspring of the well-documented event."
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,The Bakers find themselves competing with a rival family of eight children while on vacation.
42011,Fun with Dick and Jane (2005),Comedy|Crime,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet."
42013,"Ringer, The (2005)",Comedy,A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,"The fabled romantic Giacomo Casanova, after failing to win the affection of the Venetian woman Francesca Bruni, strives to discover the real meaning of love."
42018,Mrs. Henderson Presents (2005),Comedy|Drama,"Laura Henderson (Dame Judi Dench) buys an old London theater and opens it up as the Windmill, a performance hall which goes down in history for, amongst other things, its all-nude revues."
42176,"Ear, The (Ucho) (1970)",Drama|Thriller,"After coming home from a Party gathering one night, a Czech official becomes convinced that he is about to be the subject of a political purge and tries to do damage control, while also dealing with his turbulent marriage."
42191,Luxo Jr. (1986),Animation|Children,"A larger lamp watches while a smaller, younger lamp plays exuberantly with a ball but doesn't pick up the knack of correct handling."
42285,"Dentist, The (1996)",Horror|Thriller,An extremely successful dentist goes off the deep end after he catches his wife cheating on him.
42418,"New World, The (2005)",Adventure|Drama|Romance,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas."
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi,The love of Japanese high school students Mikako Nagamine and Noboru Tera is tested when Mikako is sent to fight aliens in a distant universe and voice mails to and from Earth become months to years in transmission.
42556,7 Faces of Dr. Lao (1964),Fantasy|Mystery|Western,A mysterious circus comes to a western town bearing wonders and characters that entertain the inhabitants and teach valuable lessons.
42559,Samurai Assassin (Samurai) (1965),Action|Adventure|Drama,"February 17 to March 3, 1860, inside Edo castle. A group of assassins wait by Sakurada Gate to kill the lord of the House of Ii, a powerful man in the Tokugawa government, which has ruled Japan for 300 years. They suspect a traitor in their midst, and their suspicions fall on Niiro, an impoverished ronin who dreams of samurai status, and Kurihara, an aristocratic samu... Read all"
42602,"Boys of Baraka, The (2005)",Documentary,"Twenty 12-year-old black boys from one of the most violent ghettos in Baltimore, Maryland, are taken 10,000 miles away to an experimental boarding school in rural Kenya, to try to take advantage of the educational opportunities they can't get in their own country."
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,"After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means."
42638,Grand Theft Parsons (2003),Comedy|Drama,"A partially fictional account of musician Gram Parsons' death and cremation. After Gram ODs in a desert motel in 1973, his road manager steals Gram's body for a last trip to Joshua Tree."
42718,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,"In the ghettos of Paris in 2010, an undercover cop and an ex-thug try to infiltrate a gang in order to defuse a neutron bomb."
42723,Hostel (2005),Horror,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them."
42725,Grandma's Boy (2006),Comedy,A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.
42728,Tristan & Isolde (2006),Drama|Romance,An affair between the second in line to Britain's throne and the princess of the feuding Irish spells doom for the young lovers.
42730,Glory Road (2006),Drama,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship."
42732,Last Holiday (2006),Comedy,"Upon learning of a terminal illness, a shy woman decides to sell all her possessions and live it up at a posh Central European hotel."
42734,Hoodwinked! (2005),Animation|Children|Comedy,"Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter."
42738,Underworld: Evolution (2006),Action|Fantasy|Horror,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
42740,Looking for Comedy in the Muslim World (2005),Comedy,"To improve its relations with Muslim countries, the United States government sends comedian Albert Brooks to south Asia to write a report on what makes followers of Islam laugh."
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy,"Casper, a ghost, teams up with Wendy, a witch, against an evil warlock."
42943,Revolution (1985),Adventure|Drama|War,A trapper and his young son get pulled into the American revolution early as unwilling participants and remain involved through to the end.
42946,Project A ('A' gai waak) (1983),Action|Comedy,"Fighting against pirates at the turn of the 20th century, the Hong Kong navy are failing miserably. It's up to Sergeant Lung (Jackie Chan) to take matters into his own hands."
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",Adventure|Comedy|Drama|Fantasy,A salaryman and yakuza are each sent by their bosses to a remote Chinese village but discover more than they expected.
43333,Water (2005),Drama|Romance,"Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents."
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,"A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose."
43396,"World's Fastest Indian, The (2005)",Drama,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
43419,Bandidas (2006),Action|Comedy|Crime|Western,"In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town."
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama,"Director Michael Winterbottom (Northam) attempts to shoot the adaptation of Laurence Sterne's essentially unfilmable novel, ""The Life and Opinions of Tristram Shandy, Gentleman."""
43549,Helter Skelter (2004),Action|Crime|Drama|Horror,"A new take on the Manson Family murders, with a keen focus on Charles Manson himself."
43556,Annapolis (2006),Drama,"Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality."
43558,Big Momma's House 2 (2006),Action|Comedy|Crime,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.
43560,Nanny McPhee (2005),Children|Comedy|Fantasy,A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.
43677,"Tuskegee Airmen, The (1995)",Drama|War,The true story of how a group of African American pilots overcame racist opposition to become one of the finest US fighter groups in World War II
43679,Final Destination 3 (2006),Horror|Mystery|Thriller,"Six years after students cheated death, another teen has a premonition that she and her friends will be involved in an accident. When the vision comes true, the student and survivors deal with the repercussions of cheating the Grim Reaper."
43684,Something New (2006),Comedy|Drama|Romance,"Kenya McQueen, an accountant finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper."
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary,"A mix of Dave Chappelle's sketch comedy and musical interludes, inspired in part by the 1973 documentary Wattstax."
43744,Imagine Me & You (2005),Comedy|Drama|Romance,"A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends."
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
43869,Curious George (2006),Adventure|Animation|Children|Comedy,"The Man in the Yellow Hat is an oddball museum employee who looks after his pet monkey, an inquisitive and wonderful creature whose enthusiasm often gets the best of him."
43871,Firewall (2006),Crime|Drama|Thriller,"A security specialist is forced into robbing the bank that he's protecting, as a bid to pay off his family's ransom."
43904,When a Stranger Calls (2006),Horror|Thriller,"During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller."
43908,London (2005),Drama,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.
43912,Freedomland (2006),Crime|Drama,A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.
43914,Winter Passing (2005),Drama,"An editor offers actress/bartender Reese $100,000 for her late mom's letters from her novelist dad. She heads home from NYC to get them and finds her dad living in the garage while two strangers live in the house."
43917,Eight Below (2006),Action|Adventure|Drama|Romance,Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.
43919,Date Movie (2006),Comedy|Romance,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father."
43921,Running Scared (2006),Action|Crime|Thriller,"A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands."
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,"A beautiful hæmophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hæmophages."
43930,Just My Luck (2006),Comedy|Romance,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his."
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world."
43936,16 Blocks (2006),Crime|Thriller,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece."
44004,Failure to Launch (2006),Comedy|Romance,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.
44020,Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi,"To confront an alien menace, General Fury assembles a team of superheroes lead by a recently resuscitated Captain America."
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,"Manny, Sid and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny is not in fact the last of the woolly mammoths."
44189,Ask the Dust (2006),Drama|Romance,"Mexican beauty Camilla Lopez (Salma Hayek) hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini (Colin Farrell), a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm."
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
44193,She's the Man (2006),Comedy|Romance,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
44195,Thank You for Smoking (2006),Comedy|Drama,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year old son."
44197,Find Me Guilty (2006),Comedy|Crime|Drama,"In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American judicial history."
44199,Inside Man (2006),Crime|Drama|Thriller,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
44204,Tsotsi (2005),Crime|Drama,Six days in the violent life of a young Johannesburg gang leader.
44225,Aquamarine (2006),Children|Comedy|Fantasy,Two teenage girls discover a mermaid in their beach club's swimming pool.
44238,Leprechaun 2 (1994),Comedy|Fantasy|Horror,"On his one thousandth birthday, an evil leprechaun selects the descendant of one of his slaves to have as his bride, leaving it up to the girl's boyfriend to save her."
44241,Leprechaun 3 (1995),Comedy|Fantasy|Horror,"An evil leprechaun finds himself in Las Vegas, where he proceeds to cause mischief by killing people, granting twisted wishes, and infecting a young man with his green blood."
44243,Leprechaun 4: In Space (1997),Comedy|Fantasy|Horror|Sci-Fi,Our deadly leprechaun is in space to woo a beautiful princess who is impressed with his gold and desires to separate him from it.
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama,"In Helsinki, a lonely night watchman is caught up in a series of misadventures with a femme fatale and a crooked businessman."
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.
44511,Unknown White Male (2005),Documentary,The true story of Doug Bruce who woke up on Coney Island with total amnesia. This documentary follows him as he rediscovers himself and the world around him.
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
44597,Youth of the Beast (Yaju no seishun) (1963),Action|Crime|Mystery,A violent thug plays opposing yakuza bosses against each other.
44613,Take the Lead (2006),Drama,The real story of a dance teacher who believed in the talent of a group of problem kids.
44633,"Devil and Daniel Johnston, The (2005)",Documentary,"Daniel Johnston, manic-depressive genius singer/songwriter/artist is revealed in this portrait of madness, creativity and love."
44657,Mouchette (1967),Drama,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
44694,Volver (2006),Comedy|Drama,"After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life."
44709,Akeelah and the Bee (2006),Drama,A young girl from South Los Angeles tries to make it to the National Spelling Bee.
44719,Brainstorm (2001),Drama,"A trip to the mental institution hell. This odyssey is lived by Neto, a middle class teenager, who lives a normal life until his father sends him to a mental institution after finding drugs on his pocket. The marijuana cigarette is just the final drop that exposes the family tragedy. Send to a mental institution, Neto gets to know a completely absurd, inhumane reality... Read all"
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller,"For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess."
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game."
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.
44773,"Dead Hate the Living!, The (2000)",Comedy|Horror,"When a renegade band of young filmmakers break into an abandoned hospital to make their horror epic, they stumble upon a real dead body and decide to use it in their movie. They accidentally bring it back to life, open a portal to a dead world that releases dozens of other zombies, then struggle for their lives in a desperate attempt to flee from the creatures who app... Read all"
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,"A TV crew, desperate to boost ratings, arrive on a remote Welsh farming island to investigate an intriguing incident. A local girl and her boyfriend had been abducted by aliens, who also impregnated her."
44788,This Film Is Not Yet Rated (2006),Documentary,Kirby Dick's exposé about the American movie ratings board.
44828,Slither (2006),Comedy|Horror|Sci-Fi,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
44840,"Benchwarmers, The (2006)",Comedy,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children's Little League squads.
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,"A young gene researcher, Ilona, is kidnapped in a future Paris. Police Captain Karas and his team are in charge of finding her."
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy,"A Journalist of Jewish descent in Berlin feels that he is a loser of the political changes in Germany after 1989. When his mother dies, he has to meet his brother to whom he has not talked for years and to meet all his other family members. But during the preparations for the funeral he plays a snooker-cup for paying his debts with the money for the victory, and many ... Read all"
44864,Friends with Money (2006),Comedy|Drama|Romance,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends."
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,An outrageous tongue-in-cheek musical comedy adaptation of the classic anti-marijuana propaganda film Reefer Madness (1936).
44929,Candy (2006),Drama|Romance,"A poet falls in love with an art student who gravitates to his bohemian lifestyle -- and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair."
44931,Secrets of a Soul (Geheimnisse einer Seele) (1926),Drama,A scientist is tormented by an irrational fear of knives and the irresistible compulsion to murder his wife.
44937,"Child, The (L'enfant) (2005)",Crime|Drama,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son."
